eval_idx,cluster,dp,mp,sp,pp,sharded,active-chunks-per-dimension,preferred-dataset-splits,collective-optimization,inter-node-bw,intra-node-bw,batch_size,exec_time,is_oom,objective_0,objective_1
1078,cl2,2,4,2,2,True,1,1,baseline,100,600,8,1646.1493938446044,False,3.2164692464158424,4.290034611362518
1079,cl2,2,4,2,2,True,1,1,baseline,100,600,16,3239.1612865447996,False,3.51043257323787,4.290034611362518
1080,cl2,2,4,2,2,True,1,1,baseline,100,600,24,4844.11449394226,False,3.685214399437922,4.290034611362518
1081,cl2,2,4,2,2,True,2,1,localBWAware,200,900,8,1560.2685916900634,False,3.1931993662058438,4.468347330412158
1082,cl2,2,4,2,2,True,2,1,localBWAware,200,900,16,3104.4283390045166,False,3.4919816392716765,4.468347330412158
1083,cl2,2,4,2,2,True,2,1,localBWAware,200,900,24,4648.650315856934,False,3.667326878597481,4.468347330412158
1084,cl2,2,4,2,2,True,2,1,localBWAware,200,600,8,1569.518459701538,False,3.1957664279681226,4.296665190261531
1085,cl2,2,4,2,2,True,2,1,localBWAware,200,600,16,3122.132406234741,False,3.4944513170728992,4.296665190261531
1086,cl2,2,4,2,2,True,2,1,localBWAware,200,600,24,4674.77555809021,False,3.6697607646795922,4.296665190261531
1087,cl2,2,4,2,2,True,2,1,localBWAware,100,900,8,1636.0378086090088,False,3.213793335937093,4.463892988985907
1088,cl2,2,4,2,2,True,2,1,localBWAware,100,900,16,3221.4572193145755,False,3.508052368325861,4.463892988985907
1089,cl2,2,4,2,2,True,2,1,localBWAware,100,900,24,4817.989251708984,False,3.6828658268103767,4.463892988985907
1090,cl2,2,4,2,2,True,2,1,localBWAware,100,600,8,1646.1493938446044,False,3.2164692464158424,4.290034611362518
1091,cl2,2,4,2,2,True,2,1,localBWAware,100,600,16,3239.1612865447996,False,3.51043257323787,4.290034611362518
1092,cl2,2,4,2,2,True,2,1,localBWAware,100,600,24,4844.11449394226,False,3.685214399437922,4.290034611362518
1093,cl2,2,4,2,2,True,2,1,baseline,200,900,8,1560.2685916900634,False,3.1931993662058438,4.468347330412158
1094,cl2,2,4,2,2,True,2,1,baseline,200,900,16,3104.4283390045166,False,3.4919816392716765,4.468347330412158
1095,cl2,2,4,2,2,True,2,1,baseline,200,900,24,4648.650315856934,False,3.667326878597481,4.468347330412158
1096,cl2,2,4,2,2,True,2,1,baseline,200,600,8,1569.518459701538,False,3.1957664279681226,4.296665190261531
1097,cl2,2,4,2,2,True,2,1,baseline,200,600,16,3122.132406234741,False,3.4944513170728992,4.296665190261531
1098,cl2,2,4,2,2,True,2,1,baseline,200,600,24,4674.77555809021,False,3.6697607646795922,4.296665190261531
1099,cl2,2,4,2,2,True,2,1,baseline,100,900,8,1636.0378086090088,False,3.213793335937093,4.463892988985907
1100,cl2,2,4,2,2,True,2,1,baseline,100,900,16,3221.4572193145755,False,3.508052368325861,4.463892988985907
1101,cl2,2,4,2,2,True,2,1,baseline,100,900,24,4817.989251708984,False,3.6828658268103767,4.463892988985907
1102,cl2,2,4,2,2,True,2,1,baseline,100,600,8,1646.1493938446044,False,3.2164692464158424,4.290034611362518
1103,cl2,2,4,2,2,True,2,1,baseline,100,600,16,3239.1612865447996,False,3.51043257323787,4.290034611362518
1104,cl2,2,4,2,2,True,2,1,baseline,100,600,24,4844.11449394226,False,3.685214399437922,4.290034611362518
1105,cl2,2,4,4,1,True,1,1,localBWAware,200,900,8,1021.5885955810547,False,3.0092760360722512,4.468347330412158
1106,cl2,2,4,4,1,True,1,1,localBWAware,200,900,16,1861.8011959075927,False,3.2699333049321995,4.468347330412158
1107,cl2,2,4,4,1,True,1,1,localBWAware,200,900,24,2752.399190139771,False,3.439711421388466,4.468347330412158
1108,cl2,2,4,4,1,True,1,1,localBWAware,200,600,8,1027.9908920288085,False,3.0119892668390693,4.296665190261531
1109,cl2,2,4,4,1,True,1,1,localBWAware,200,600,16,1871.9127811431886,False,3.27228560959938,4.296665190261531
1110,cl2,2,4,4,1,True,1,1,localBWAware,200,600,24,2766.7518493652346,False,3.4419702089117528,4.296665190261531
1111,cl2,2,4,4,1,True,1,1,localBWAware,100,900,8,1352.83653717041,False,3.1312453240967915,4.463892988985907
1112,cl2,2,4,4,1,True,1,1,localBWAware,100,900,16,2339.2664714813236,False,3.3690796961581473,4.463892988985907
1113,cl2,2,4,4,1,True,1,1,localBWAware,100,900,24,3325.698059463501,False,3.5218828170237924,4.463892988985907
1114,cl2,2,4,4,1,True,1,1,localBWAware,100,600,8,1359.238833618164,False,3.1332957738842073,4.290034611362518
1115,cl2,2,4,4,1,True,1,1,localBWAware,100,600,16,2349.862407302857,False,3.3710424335489533,4.290034611362518
1116,cl2,2,4,4,1,True,1,1,localBWAware,100,600,24,3340.5350692749025,False,3.523816035381032,4.290034611362518
1117,cl2,2,4,4,1,True,1,1,baseline,200,900,8,1021.5885955810547,False,3.0092760360722512,4.468347330412158
1118,cl2,2,4,4,1,True,1,1,baseline,200,900,16,1861.8011959075927,False,3.2699333049321995,4.468347330412158
1119,cl2,2,4,4,1,True,1,1,baseline,200,900,24,2752.399190139771,False,3.439711421388466,4.468347330412158
1120,cl2,2,4,4,1,True,1,1,baseline,200,600,8,1027.9908920288085,False,3.0119892668390693,4.296665190261531
1121,cl2,2,4,4,1,True,1,1,baseline,200,600,16,1871.9127811431886,False,3.27228560959938,4.296665190261531
1122,cl2,2,4,4,1,True,1,1,baseline,200,600,24,2766.7518493652346,False,3.4419702089117528,4.296665190261531
1123,cl2,2,4,4,1,True,1,1,baseline,100,900,8,1352.83653717041,False,3.1312453240967915,4.463892988985907
1124,cl2,2,4,4,1,True,1,1,baseline,100,900,16,2339.2664714813236,False,3.3690796961581473,4.463892988985907
1125,cl2,2,4,4,1,True,1,1,baseline,100,900,24,3325.698059463501,False,3.5218828170237924,4.463892988985907
1126,cl2,2,4,4,1,True,1,1,baseline,100,600,8,1359.238833618164,False,3.1332957738842073,4.290034611362518
1127,cl2,2,4,4,1,True,1,1,baseline,100,600,16,2349.862407302857,False,3.3710424335489533,4.290034611362518
1128,cl2,2,4,4,1,True,1,1,baseline,100,600,24,3340.5350692749025,False,3.523816035381032,4.290034611362518
1129,cl2,2,4,4,1,True,2,1,localBWAware,200,900,8,1021.5885955810547,False,3.0092760360722512,4.468347330412158
1130,cl2,2,4,4,1,True,2,1,localBWAware,200,900,16,1861.8011959075927,False,3.2699333049321995,4.468347330412158
1131,cl2,2,4,4,1,True,2,1,localBWAware,200,900,24,2752.399190139771,False,3.439711421388466,4.468347330412158
1132,cl2,2,4,4,1,True,2,1,localBWAware,200,600,8,1027.9908920288085,False,3.0119892668390693,4.296665190261531
1133,cl2,2,4,4,1,True,2,1,localBWAware,200,600,16,1871.9127811431886,False,3.27228560959938,4.296665190261531
1134,cl2,2,4,4,1,True,2,1,localBWAware,200,600,24,2766.7518493652346,False,3.4419702089117528,4.296665190261531
1135,cl2,2,4,4,1,True,2,1,localBWAware,100,900,8,1352.83653717041,False,3.1312453240967915,4.463892988985907
1136,cl2,2,4,4,1,True,2,1,localBWAware,100,900,16,2339.2664714813236,False,3.3690796961581473,4.463892988985907
1137,cl2,2,4,4,1,True,2,1,localBWAware,100,900,24,3325.698059463501,False,3.5218828170237924,4.463892988985907
1138,cl2,2,4,4,1,True,2,1,localBWAware,100,600,8,1359.238833618164,False,3.1332957738842073,4.290034611362518
1139,cl2,2,4,4,1,True,2,1,localBWAware,100,600,16,2349.862407302857,False,3.3710424335489533,4.290034611362518
1140,cl2,2,4,4,1,True,2,1,localBWAware,100,600,24,3340.5350692749025,False,3.523816035381032,4.290034611362518
1141,cl2,2,4,4,1,True,2,1,baseline,200,900,8,1021.5885955810547,False,3.0092760360722512,4.468347330412158
1142,cl2,2,4,4,1,True,2,1,baseline,200,900,16,1861.8011959075927,False,3.2699333049321995,4.468347330412158
1143,cl2,2,4,4,1,True,2,1,baseline,200,900,24,2752.399190139771,False,3.439711421388466,4.468347330412158
1144,cl2,2,4,4,1,True,2,1,baseline,200,600,8,1027.9908920288085,False,3.0119892668390693,4.296665190261531
1145,cl2,2,4,4,1,True,2,1,baseline,200,600,16,1871.9127811431886,False,3.27228560959938,4.296665190261531
1146,cl2,2,4,4,1,True,2,1,baseline,200,600,24,2766.7518493652346,False,3.4419702089117528,4.296665190261531
1147,cl2,2,4,4,1,True,2,1,baseline,100,900,8,1352.83653717041,False,3.1312453240967915,4.463892988985907
1148,cl2,2,4,4,1,True,2,1,baseline,100,900,16,2339.2664714813236,False,3.3690796961581473,4.463892988985907
1149,cl2,2,4,4,1,True,2,1,baseline,100,900,24,3325.698059463501,False,3.5218828170237924,4.463892988985907
1150,cl2,2,4,4,1,True,2,1,baseline,100,600,8,1359.238833618164,False,3.1332957738842073,4.290034611362518
1151,cl2,2,4,4,1,True,2,1,baseline,100,600,16,2349.862407302857,False,3.3710424335489533,4.290034611362518
1152,cl2,2,4,4,1,True,2,1,baseline,100,600,24,3340.5350692749025,False,3.523816035381032,4.290034611362518
1153,cl2,2,8,1,2,True,1,1,localBWAware,200,900,8,1657.6870800018312,False,3.219502552598768,4.468347330412158
1154,cl2,2,8,1,2,True,1,1,localBWAware,200,900,16,3308.4466117858883,False,3.519624130850896,4.468347330412158
1155,cl2,2,8,1,2,True,1,1,localBWAware,200,900,24,4965.953044509887,False,3.6960026087733864,4.468347330412158
1156,cl2,2,8,1,2,True,1,1,localBWAware,200,600,8,1657.6960933685302,False,3.219504913988216,4.296665190261531
1157,cl2,2,8,1,2,True,1,1,localBWAware,200,600,16,3308.04801864624,False,3.5195718050164624,4.296665190261531
1158,cl2,2,8,1,2,True,1,1,localBWAware,200,600,24,4958.400304412842,False,3.695341585558005,4.296665190261531
1159,cl2,2,8,1,2,True,1,1,localBWAware,100,900,8,1855.2488090515137,False,3.268402161472373,4.463892988985907
1160,cl2,2,8,1,2,True,1,1,localBWAware,100,900,16,3685.96177482605,False,3.5665508270663984,4.463892988985907
1161,cl2,2,8,1,2,True,1,1,localBWAware,100,900,24,5516.675101089478,False,3.741677407383704,4.463892988985907
1162,cl2,2,8,1,2,True,1,1,localBWAware,100,600,8,1856.2677074432374,False,3.268640609534396,4.290034611362518
1163,cl2,2,8,1,2,True,1,1,localBWAware,100,600,16,3687.3103408813477,False,3.5667096913517895,4.290034611362518
1164,cl2,2,8,1,2,True,1,1,localBWAware,100,600,24,5518.35362663269,False,3.74180952745421,4.290034611362518
1165,cl2,2,8,1,2,True,1,1,baseline,200,900,8,1657.6870800018312,False,3.219502552598768,4.468347330412158
1166,cl2,2,8,1,2,True,1,1,baseline,200,900,16,3308.4466117858883,False,3.519624130850896,4.468347330412158
1167,cl2,2,8,1,2,True,1,1,baseline,200,900,24,4965.953044509887,False,3.6960026087733864,4.468347330412158
1168,cl2,2,8,1,2,True,1,1,baseline,200,600,8,1657.6960933685302,False,3.219504913988216,4.296665190261531
1169,cl2,2,8,1,2,True,1,1,baseline,200,600,16,3308.04801864624,False,3.5195718050164624,4.296665190261531
1170,cl2,2,8,1,2,True,1,1,baseline,200,600,24,4958.400304412842,False,3.695341585558005,4.296665190261531
1171,cl2,2,8,1,2,True,1,1,baseline,100,900,8,1855.2488090515137,False,3.268402161472373,4.463892988985907
1172,cl2,2,8,1,2,True,1,1,baseline,100,900,16,3685.96177482605,False,3.5665508270663984,4.463892988985907
1173,cl2,2,8,1,2,True,1,1,baseline,100,900,24,5516.675101089478,False,3.741677407383704,4.463892988985907
1174,cl2,2,8,1,2,True,1,1,baseline,100,600,8,1856.2677074432374,False,3.268640609534396,4.290034611362518
1175,cl2,2,8,1,2,True,1,1,baseline,100,600,16,3687.3103408813477,False,3.5667096913517895,4.290034611362518
1176,cl2,2,8,1,2,True,1,1,baseline,100,600,24,5518.35362663269,False,3.74180952745421,4.290034611362518
1177,cl2,2,8,1,2,True,2,1,localBWAware,200,900,8,1657.6870800018312,False,3.219502552598768,4.468347330412158
1178,cl2,2,8,1,2,True,2,1,localBWAware,200,900,16,3308.4466117858883,False,3.519624130850896,4.468347330412158
1179,cl2,2,8,1,2,True,2,1,localBWAware,200,900,24,4965.953044509887,False,3.6960026087733864,4.468347330412158
1180,cl2,2,8,1,2,True,2,1,localBWAware,200,600,8,1657.6960933685302,False,3.219504913988216,4.296665190261531
1181,cl2,2,8,1,2,True,2,1,localBWAware,200,600,16,3308.04801864624,False,3.5195718050164624,4.296665190261531
1182,cl2,2,8,1,2,True,2,1,localBWAware,200,600,24,4958.400304412842,False,3.695341585558005,4.296665190261531
1183,cl2,2,8,1,2,True,2,1,localBWAware,100,900,8,1855.2488090515137,False,3.268402161472373,4.463892988985907
1184,cl2,2,8,1,2,True,2,1,localBWAware,100,900,16,3685.96177482605,False,3.5665508270663984,4.463892988985907
1185,cl2,2,8,1,2,True,2,1,localBWAware,100,900,24,5516.675101089478,False,3.741677407383704,4.463892988985907
1186,cl2,2,8,1,2,True,2,1,localBWAware,100,600,8,1856.2677074432374,False,3.268640609534396,4.290034611362518
1187,cl2,2,8,1,2,True,2,1,localBWAware,100,600,16,3687.3103408813477,False,3.5667096913517895,4.290034611362518
1188,cl2,2,8,1,2,True,2,1,localBWAware,100,600,24,5518.35362663269,False,3.74180952745421,4.290034611362518
1189,cl2,2,8,1,2,True,2,1,baseline,200,900,8,1657.6870800018312,False,3.219502552598768,4.468347330412158
1190,cl2,2,8,1,2,True,2,1,baseline,200,900,16,3308.4466117858883,False,3.519624130850896,4.468347330412158
1191,cl2,2,8,1,2,True,2,1,baseline,200,900,24,4965.953044509887,False,3.6960026087733864,4.468347330412158
1192,cl2,2,8,1,2,True,2,1,baseline,200,600,8,1657.6960933685302,False,3.219504913988216,4.296665190261531
1193,cl2,2,8,1,2,True,2,1,baseline,200,600,16,3308.04801864624,False,3.5195718050164624,4.296665190261531
1194,cl2,2,8,1,2,True,2,1,baseline,200,600,24,4958.400304412842,False,3.695341585558005,4.296665190261531
1195,cl2,2,8,1,2,True,2,1,baseline,100,900,8,1855.2488090515137,False,3.268402161472373,4.463892988985907
1196,cl2,2,8,1,2,True,2,1,baseline,100,900,16,3685.96177482605,False,3.5665508270663984,4.463892988985907
1197,cl2,2,8,1,2,True,2,1,baseline,100,900,24,5516.675101089478,False,3.741677407383704,4.463892988985907
1198,cl2,2,8,1,2,True,2,1,baseline,100,600,8,1856.2677074432374,False,3.268640609534396,4.290034611362518
1199,cl2,2,8,1,2,True,2,1,baseline,100,600,16,3687.3103408813477,False,3.5667096913517895,4.290034611362518
1200,cl2,2,8,1,2,True,2,1,baseline,100,600,24,5518.35362663269,False,3.74180952745421,4.290034611362518
1201,cl2,2,8,2,1,True,1,1,localBWAware,200,900,8,923.1482906341552,False,2.965271469857156,4.468347330412158
1202,cl2,2,8,2,1,True,1,1,localBWAware,200,900,16,1783.7276412963868,False,3.2513285423539804,4.468347330412158
1203,cl2,2,8,2,1,True,1,1,localBWAware,200,900,24,2644.320135498047,False,3.4223140320026646,4.468347330412158
1204,cl2,2,8,2,1,True,1,1,localBWAware,200,600,8,925.5885040283202,False,2.9664179519634972,4.296665190261531
1205,cl2,2,8,2,1,True,1,1,localBWAware,200,600,16,1787.6333564758302,False,3.2522784498136916,4.296665190261531
1206,cl2,2,8,2,1,True,1,1,localBWAware,200,600,24,2649.6917198181154,False,3.423195348589636,4.296665190261531
1207,cl2,2,8,2,1,True,1,1,localBWAware,100,900,8,1113.7779430389405,False,3.0467986129869176,4.463892988985907
1208,cl2,2,8,2,1,True,1,1,localBWAware,100,900,16,2121.9677181243896,False,3.3267387726157054,4.463892988985907
1209,cl2,2,8,2,1,True,1,1,localBWAware,100,900,24,3121.5837718963626,False,3.4943749942998723,4.463892988985907
1210,cl2,2,8,2,1,True,1,1,localBWAware,100,600,8,1116.5685070037841,False,3.047885374340707,4.290034611362518
1211,cl2,2,8,2,1,True,1,1,localBWAware,100,600,16,2126.3617733001706,False,3.327637156133446,4.290034611362518
1212,cl2,2,8,2,1,True,1,1,localBWAware,100,600,24,3127.5815380096437,False,3.495208640842212,4.290034611362518
1213,cl2,2,8,2,1,True,1,1,baseline,200,900,8,923.1482906341552,False,2.965271469857156,4.468347330412158
1214,cl2,2,8,2,1,True,1,1,baseline,200,900,16,1783.7276412963868,False,3.2513285423539804,4.468347330412158
1215,cl2,2,8,2,1,True,1,1,baseline,200,900,24,2644.320135498047,False,3.4223140320026646,4.468347330412158
1216,cl2,2,8,2,1,True,1,1,baseline,200,600,8,925.5885040283202,False,2.9664179519634972,4.296665190261531
1217,cl2,2,8,2,1,True,1,1,baseline,200,600,16,1787.6333564758302,False,3.2522784498136916,4.296665190261531
1218,cl2,2,8,2,1,True,1,1,baseline,200,600,24,2649.6917198181154,False,3.423195348589636,4.296665190261531
1219,cl2,2,8,2,1,True,1,1,baseline,100,900,8,1113.7779430389405,False,3.0467986129869176,4.463892988985907
1220,cl2,2,8,2,1,True,1,1,baseline,100,900,16,2121.9677181243896,False,3.3267387726157054,4.463892988985907
1221,cl2,2,8,2,1,True,1,1,baseline,100,900,24,3121.5837718963626,False,3.4943749942998723,4.463892988985907
1222,cl2,2,8,2,1,True,1,1,baseline,100,600,8,1116.5685070037841,False,3.047885374340707,4.290034611362518
1223,cl2,2,8,2,1,True,1,1,baseline,100,600,16,2126.3617733001706,False,3.327637156133446,4.290034611362518
1224,cl2,2,8,2,1,True,1,1,baseline,100,600,24,3127.5815380096437,False,3.495208640842212,4.290034611362518
1225,cl2,2,8,2,1,True,2,1,localBWAware,200,900,8,923.1482906341552,False,2.965271469857156,4.468347330412158
1226,cl2,2,8,2,1,True,2,1,localBWAware,200,900,16,1783.7276412963868,False,3.2513285423539804,4.468347330412158
1227,cl2,2,8,2,1,True,2,1,localBWAware,200,900,24,2644.320135498047,False,3.4223140320026646,4.468347330412158
1228,cl2,2,8,2,1,True,2,1,localBWAware,200,600,8,925.5885040283202,False,2.9664179519634972,4.296665190261531
1229,cl2,2,8,2,1,True,2,1,localBWAware,200,600,16,1787.6333564758302,False,3.2522784498136916,4.296665190261531
1230,cl2,2,8,2,1,True,2,1,localBWAware,200,600,24,2649.6917198181154,False,3.423195348589636,4.296665190261531
1231,cl2,2,8,2,1,True,2,1,localBWAware,100,900,8,1113.7779430389405,False,3.0467986129869176,4.463892988985907
1232,cl2,2,8,2,1,True,2,1,localBWAware,100,900,16,2121.9677181243896,False,3.3267387726157054,4.463892988985907
1233,cl2,2,8,2,1,True,2,1,localBWAware,100,900,24,3121.5837718963626,False,3.4943749942998723,4.463892988985907
1234,cl2,2,8,2,1,True,2,1,localBWAware,100,600,8,1116.5685070037841,False,3.047885374340707,4.290034611362518
1235,cl2,2,8,2,1,True,2,1,localBWAware,100,600,16,2126.3617733001706,False,3.327637156133446,4.290034611362518
1236,cl2,2,8,2,1,True,2,1,localBWAware,100,600,24,3127.5815380096437,False,3.495208640842212,4.290034611362518
1237,cl2,2,8,2,1,True,2,1,baseline,200,900,8,923.1482906341552,False,2.965271469857156,4.468347330412158
1238,cl2,2,8,2,1,True,2,1,baseline,200,900,16,1783.7276412963868,False,3.2513285423539804,4.468347330412158
1239,cl2,2,8,2,1,True,2,1,baseline,200,900,24,2644.320135498047,False,3.4223140320026646,4.468347330412158
1240,cl2,2,8,2,1,True,2,1,baseline,200,600,8,925.5885040283202,False,2.9664179519634972,4.296665190261531
1241,cl2,2,8,2,1,True,2,1,baseline,200,600,16,1787.6333564758302,False,3.2522784498136916,4.296665190261531
1242,cl2,2,8,2,1,True,2,1,baseline,200,600,24,2649.6917198181154,False,3.423195348589636,4.296665190261531
1243,cl2,2,8,2,1,True,2,1,baseline,100,900,8,1113.7779430389405,False,3.0467986129869176,4.463892988985907
1244,cl2,2,8,2,1,True,2,1,baseline,100,900,16,2121.9677181243896,False,3.3267387726157054,4.463892988985907
1245,cl2,2,8,2,1,True,2,1,baseline,100,900,24,3121.5837718963626,False,3.4943749942998723,4.463892988985907
1246,cl2,2,8,2,1,True,2,1,baseline,100,600,8,1116.5685070037841,False,3.047885374340707,4.290034611362518
1247,cl2,2,8,2,1,True,2,1,baseline,100,600,16,2126.3617733001706,False,3.327637156133446,4.290034611362518
1248,cl2,2,8,2,1,True,2,1,baseline,100,600,24,3127.5815380096437,False,3.495208640842212,4.290034611362518
1249,cl2,2,16,1,1,True,1,1,localBWAware,200,900,8,1135.4851238250733,False,3.05518144883052,4.468347330412158
1250,cl2,2,16,1,1,True,1,1,localBWAware,200,900,16,2260.7803676605226,False,3.3542583731608344,4.468347330412158
1251,cl2,2,16,1,1,True,1,1,localBWAware,200,900,24,3377.502476119995,False,3.5285956760848474,4.468347330412158
1252,cl2,2,16,1,1,True,1,1,localBWAware,200,600,8,1134.7194133758544,False,3.054888485064487,4.296665190261531
1253,cl2,2,16,1,1,True,1,1,localBWAware,200,600,16,2259.3480068206786,False,3.3539831303455316,4.296665190261531
1254,cl2,2,16,1,1,True,1,1,localBWAware,200,600,24,3375.4033184051514,False,3.5283256730167443,4.296665190261531
1255,cl2,2,16,1,1,True,1,1,localBWAware,100,900,8,1565.984580230713,False,3.194787481378576,4.463892988985907
1256,cl2,2,16,1,1,True,1,1,localBWAware,100,900,16,3082.608514022827,False,3.488918373576554,4.463892988985907
1257,cl2,2,16,1,1,True,1,1,localBWAware,100,900,24,4599.237104415894,False,3.6626857993294464,4.463892988985907
1258,cl2,2,16,1,1,True,1,1,localBWAware,100,600,8,1565.091396331787,False,3.1945397040317127,4.290034611362518
1259,cl2,2,16,1,1,True,1,1,localBWAware,100,600,16,3080.100193405151,False,3.4885648440118864,4.290034611362518
1260,cl2,2,16,1,1,True,1,1,localBWAware,100,600,24,4595.113830184936,False,3.6622962742006666,4.290034611362518
1261,cl2,2,16,1,1,True,1,1,baseline,200,900,8,1135.4851238250733,False,3.05518144883052,4.468347330412158
1262,cl2,2,16,1,1,True,1,1,baseline,200,900,16,2260.7803676605226,False,3.3542583731608344,4.468347330412158
1263,cl2,2,16,1,1,True,1,1,baseline,200,900,24,3377.502476119995,False,3.5285956760848474,4.468347330412158
1264,cl2,2,16,1,1,True,1,1,baseline,200,600,8,1134.7194133758544,False,3.054888485064487,4.296665190261531
1265,cl2,2,16,1,1,True,1,1,baseline,200,600,16,2259.3480068206786,False,3.3539831303455316,4.296665190261531
1266,cl2,2,16,1,1,True,1,1,baseline,200,600,24,3375.4033184051514,False,3.5283256730167443,4.296665190261531
1267,cl2,2,16,1,1,True,1,1,baseline,100,900,8,1565.984580230713,False,3.194787481378576,4.463892988985907
1268,cl2,2,16,1,1,True,1,1,baseline,100,900,16,3082.608514022827,False,3.488918373576554,4.463892988985907
1269,cl2,2,16,1,1,True,1,1,baseline,100,900,24,4599.237104415894,False,3.6626857993294464,4.463892988985907
1270,cl2,2,16,1,1,True,1,1,baseline,100,600,8,1565.091396331787,False,3.1945397040317127,4.290034611362518
1271,cl2,2,16,1,1,True,1,1,baseline,100,600,16,3080.100193405151,False,3.4885648440118864,4.290034611362518
1272,cl2,2,16,1,1,True,1,1,baseline,100,600,24,4595.113830184936,False,3.6622962742006666,4.290034611362518
1273,cl2,2,16,1,1,True,2,1,localBWAware,200,900,8,1135.4851238250733,False,3.05518144883052,4.468347330412158
1274,cl2,2,16,1,1,True,2,1,localBWAware,200,900,16,2260.7803676605226,False,3.3542583731608344,4.468347330412158
1275,cl2,2,16,1,1,True,2,1,localBWAware,200,900,24,3377.502476119995,False,3.5285956760848474,4.468347330412158
1276,cl2,2,16,1,1,True,2,1,localBWAware,200,600,8,1134.7194133758544,False,3.054888485064487,4.296665190261531
1277,cl2,2,16,1,1,True,2,1,localBWAware,200,600,16,2259.3480068206786,False,3.3539831303455316,4.296665190261531
1278,cl2,2,16,1,1,True,2,1,localBWAware,200,600,24,3375.4033184051514,False,3.5283256730167443,4.296665190261531
1279,cl2,2,16,1,1,True,2,1,localBWAware,100,900,8,1565.984580230713,False,3.194787481378576,4.463892988985907
1280,cl2,2,16,1,1,True,2,1,localBWAware,100,900,16,3082.608514022827,False,3.488918373576554,4.463892988985907
1281,cl2,2,16,1,1,True,2,1,localBWAware,100,900,24,4599.237104415894,False,3.6626857993294464,4.463892988985907
1282,cl2,2,16,1,1,True,2,1,localBWAware,100,600,8,1565.091396331787,False,3.1945397040317127,4.290034611362518
1283,cl2,2,16,1,1,True,2,1,localBWAware,100,600,16,3080.100193405151,False,3.4885648440118864,4.290034611362518
1284,cl2,2,16,1,1,True,2,1,localBWAware,100,600,24,4595.113830184936,False,3.6622962742006666,4.290034611362518
1285,cl2,2,16,1,1,True,2,1,baseline,200,900,8,1135.4851238250733,False,3.05518144883052,4.468347330412158
1286,cl2,2,16,1,1,True,2,1,baseline,200,900,16,2260.7803676605226,False,3.3542583731608344,4.468347330412158
1287,cl2,2,16,1,1,True,2,1,baseline,200,900,24,3377.502476119995,False,3.5285956760848474,4.468347330412158
1288,cl2,2,16,1,1,True,2,1,baseline,200,600,8,1134.7194133758544,False,3.054888485064487,4.296665190261531
1289,cl2,2,16,1,1,True,2,1,baseline,200,600,16,2259.3480068206786,False,3.3539831303455316,4.296665190261531
1290,cl2,2,16,1,1,True,2,1,baseline,200,600,24,3375.4033184051514,False,3.5283256730167443,4.296665190261531
1291,cl2,2,16,1,1,True,2,1,baseline,100,900,8,1565.984580230713,False,3.194787481378576,4.463892988985907
1292,cl2,2,16,1,1,True,2,1,baseline,100,900,16,3082.608514022827,False,3.488918373576554,4.463892988985907
1293,cl2,2,16,1,1,True,2,1,baseline,100,900,24,4599.237104415894,False,3.6626857993294464,4.463892988985907
1294,cl2,2,16,1,1,True,2,1,baseline,100,600,8,1565.091396331787,False,3.1945397040317127,4.290034611362518
1295,cl2,2,16,1,1,True,2,1,baseline,100,600,16,3080.100193405151,False,3.4885648440118864,4.290034611362518
1296,cl2,2,16,1,1,True,2,1,baseline,100,600,24,4595.113830184936,False,3.6622962742006666,4.290034611362518
1297,cl2,4,1,2,4,True,1,1,localBWAware,200,900,8,2951.9004678726196,False,3.470101709864271,4.468347330412158
1298,cl2,4,1,2,4,True,1,1,localBWAware,200,900,16,5902.2109434127815,False,3.771014727007902,4.468347330412158
1299,cl2,4,1,2,4,True,1,1,localBWAware,200,900,24,8852.57844429016,False,3.9470697838087325,4.468347330412158
1300,cl2,4,1,2,4,True,1,1,localBWAware,200,600,8,2955.0475358963013,False,3.4705644714817097,4.296665190261531
1301,cl2,4,1,2,4,True,1,1,localBWAware,200,600,16,5908.161845970153,False,3.771452383703049,4.296665190261531
1302,cl2,4,1,2,4,True,1,1,localBWAware,200,600,24,8861.289204025268,False,3.9474969107655533,4.296665190261531
1303,cl2,4,1,2,4,True,1,1,localBWAware,100,900,8,2958.241079521179,False,3.471033563589011,4.463892988985907
1304,cl2,4,1,2,4,True,1,1,localBWAware,100,900,16,5914.8921609878535,False,3.771946831074712,4.463892988985907
1305,cl2,4,1,2,4,True,1,1,localBWAware,100,900,24,8871.600268936158,False,3.948001965410466,4.463892988985907
1306,cl2,4,1,2,4,True,1,1,localBWAware,100,600,8,2961.388147544861,False,3.4714953338631944,4.290034611362518
1307,cl2,4,1,2,4,True,1,1,localBWAware,100,600,16,5920.843063545227,False,3.7723835499285494,4.290034611362518
1308,cl2,4,1,2,4,True,1,1,localBWAware,100,600,24,8880.311028671264,False,3.9484281770027105,4.290034611362518
1309,cl2,4,1,2,4,True,1,1,baseline,200,900,8,2951.9004678726196,False,3.470101709864271,4.468347330412158
1310,cl2,4,1,2,4,True,1,1,baseline,200,900,16,5902.2109434127815,False,3.771014727007902,4.468347330412158
1311,cl2,4,1,2,4,True,1,1,baseline,200,900,24,8852.57844429016,False,3.9470697838087325,4.468347330412158
1312,cl2,4,1,2,4,True,1,1,baseline,200,600,8,2955.0475358963013,False,3.4705644714817097,4.296665190261531
