eval_idx,cluster,dp,mp,sp,pp,sharded,active-chunks-per-dimension,preferred-dataset-splits,collective-optimization,inter-node-bw,intra-node-bw,batch_size,exec_time,is_oom,objective_0,objective_1
828,cl2,2,1,16,1,True,1,1,localBWAware,100,600,24,3399.241744995117,False,3.531382051545127,4.290034611362518
829,cl2,2,1,16,1,True,1,1,baseline,200,900,8,953.4513210296631,False,2.979298524809528,4.468347330412158
830,cl2,2,1,16,1,True,1,1,baseline,200,900,16,1880.351558303833,False,3.274239054347566,4.468347330412158
831,cl2,2,1,16,1,True,1,1,baseline,200,900,24,2806.845295715332,False,3.4482184763791146,4.468347330412158
832,cl2,2,1,16,1,True,1,1,baseline,200,600,8,953.0209865570068,False,2.9791024643797197,4.296665190261531
833,cl2,2,1,16,1,True,1,1,baseline,200,600,16,1879.5878986358641,False,3.2740626402386637,4.296665190261531
834,cl2,2,1,16,1,True,1,1,baseline,200,600,24,2805.7482376098637,False,3.4480486987941994,4.296665190261531
835,cl2,2,1,16,1,True,1,1,baseline,100,900,8,1166.5694446563723,False,3.066910596994634,4.463892988985907
836,cl2,2,1,16,1,True,1,1,baseline,100,900,16,2283.7541553497317,False,3.3586493505713517,4.463892988985907
837,cl2,2,1,16,1,True,1,1,baseline,100,900,24,3400.9409591674807,False,3.5315990925824323,4.463892988985907
838,cl2,2,1,16,1,True,1,1,baseline,100,600,8,1166.4852939605714,False,3.0668792679544317,4.290034611362518
839,cl2,2,1,16,1,True,1,1,baseline,100,600,16,2282.8624362945557,False,3.358479741994752,4.290034611362518
840,cl2,2,1,16,1,True,1,1,baseline,100,600,24,3399.241744995117,False,3.531382051545127,4.290034611362518
841,cl2,2,1,16,1,True,2,1,localBWAware,200,900,8,953.4513210296631,False,2.979298524809528,4.468347330412158
842,cl2,2,1,16,1,True,2,1,localBWAware,200,900,16,1880.351558303833,False,3.274239054347566,4.468347330412158
843,cl2,2,1,16,1,True,2,1,localBWAware,200,900,24,2806.845295715332,False,3.4482184763791146,4.468347330412158
844,cl2,2,1,16,1,True,2,1,localBWAware,200,600,8,953.0209865570068,False,2.9791024643797197,4.296665190261531
845,cl2,2,1,16,1,True,2,1,localBWAware,200,600,16,1879.5878986358641,False,3.2740626402386637,4.296665190261531
846,cl2,2,1,16,1,True,2,1,localBWAware,200,600,24,2805.7482376098637,False,3.4480486987941994,4.296665190261531
847,cl2,2,1,16,1,True,2,1,localBWAware,100,900,8,1166.5694446563723,False,3.066910596994634,4.463892988985907
848,cl2,2,1,16,1,True,2,1,localBWAware,100,900,16,2283.7541553497317,False,3.3586493505713517,4.463892988985907
849,cl2,2,1,16,1,True,2,1,localBWAware,100,900,24,3400.9409591674807,False,3.5315990925824323,4.463892988985907
850,cl2,2,1,16,1,True,2,1,localBWAware,100,600,8,1166.4852939605714,False,3.0668792679544317,4.290034611362518
851,cl2,2,1,16,1,True,2,1,localBWAware,100,600,16,2282.8624362945557,False,3.358479741994752,4.290034611362518
852,cl2,2,1,16,1,True,2,1,localBWAware,100,600,24,3399.241744995117,False,3.531382051545127,4.290034611362518
853,cl2,2,1,16,1,True,2,1,baseline,200,900,8,953.4513210296631,False,2.979298524809528,4.468347330412158
854,cl2,2,1,16,1,True,2,1,baseline,200,900,16,1880.351558303833,False,3.274239054347566,4.468347330412158
855,cl2,2,1,16,1,True,2,1,baseline,200,900,24,2806.845295715332,False,3.4482184763791146,4.468347330412158
856,cl2,2,1,16,1,True,2,1,baseline,200,600,8,953.0209865570068,False,2.9791024643797197,4.296665190261531
857,cl2,2,1,16,1,True,2,1,baseline,200,600,16,1879.5878986358641,False,3.2740626402386637,4.296665190261531
858,cl2,2,1,16,1,True,2,1,baseline,200,600,24,2805.7482376098637,False,3.4480486987941994,4.296665190261531
859,cl2,2,1,16,1,True,2,1,baseline,100,900,8,1166.5694446563723,False,3.066910596994634,4.463892988985907
860,cl2,2,1,16,1,True,2,1,baseline,100,900,16,2283.7541553497317,False,3.3586493505713517,4.463892988985907
861,cl2,2,1,16,1,True,2,1,baseline,100,900,24,3400.9409591674807,False,3.5315990925824323,4.463892988985907
862,cl2,2,1,16,1,True,2,1,baseline,100,600,8,1166.4852939605714,False,3.0668792679544317,4.290034611362518
863,cl2,2,1,16,1,True,2,1,baseline,100,600,16,2282.8624362945557,False,3.358479741994752,4.290034611362518
864,cl2,2,1,16,1,True,2,1,baseline,100,600,24,3399.241744995117,False,3.531382051545127,4.290034611362518
865,cl2,2,2,2,4,True,1,1,localBWAware,200,900,8,2968.4111091613768,False,3.4725240482498756,4.468347330412158
866,cl2,2,2,2,4,True,1,1,localBWAware,200,900,16,5932.862619781494,False,3.77326429201492,4.468347330412158
867,cl2,2,2,2,4,True,1,1,localBWAware,200,900,24,8897.370267105101,False,3.949261664257661,4.468347330412158
868,cl2,2,2,2,4,True,1,1,localBWAware,200,600,8,2977.797878265381,False,3.473895216138437,4.296665190261531
869,cl2,2,2,2,4,True,1,1,localBWAware,200,600,16,5950.6227962493895,False,3.7745624216646525,4.296665190261531
870,cl2,2,2,2,4,True,1,1,localBWAware,200,600,24,8923.526598358154,False,3.950536522484256,4.296665190261531
871,cl2,2,2,2,4,True,1,1,localBWAware,100,900,8,2974.7517219543456,False,3.4734507245907045,4.463892988985907
872,cl2,2,2,2,4,True,1,1,localBWAware,100,900,16,5945.5438430786135,False,3.774191585993498,4.463892988985907
873,cl2,2,2,2,4,True,1,1,localBWAware,100,900,24,8916.392094039917,False,3.9501891581184045,4.463892988985907
874,cl2,2,2,2,4,True,1,1,localBWAware,100,600,8,2984.1384910583497,False,3.4748189744664337,4.290034611362518
875,cl2,2,2,2,4,True,1,1,localBWAware,100,600,16,5963.304019546508,False,3.7754869509935207,4.290034611362518
876,cl2,2,2,2,4,True,1,1,localBWAware,100,600,24,8942.54842529297,False,3.9514613005996573,4.290034611362518
877,cl2,2,2,2,4,True,1,1,baseline,200,900,8,2968.4111091613768,False,3.4725240482498756,4.468347330412158
878,cl2,2,2,2,4,True,1,1,baseline,200,900,16,5932.862619781494,False,3.77326429201492,4.468347330412158
879,cl2,2,2,2,4,True,1,1,baseline,200,900,24,8897.370267105101,False,3.949261664257661,4.468347330412158
880,cl2,2,2,2,4,True,1,1,baseline,200,600,8,2977.797878265381,False,3.473895216138437,4.296665190261531
881,cl2,2,2,2,4,True,1,1,baseline,200,600,16,5950.6227962493895,False,3.7745624216646525,4.296665190261531
882,cl2,2,2,2,4,True,1,1,baseline,200,600,24,8923.526598358154,False,3.950536522484256,4.296665190261531
883,cl2,2,2,2,4,True,1,1,baseline,100,900,8,2974.7517219543456,False,3.4734507245907045,4.463892988985907
884,cl2,2,2,2,4,True,1,1,baseline,100,900,16,5945.5438430786135,False,3.774191585993498,4.463892988985907
885,cl2,2,2,2,4,True,1,1,baseline,100,900,24,8916.392094039917,False,3.9501891581184045,4.463892988985907
886,cl2,2,2,2,4,True,1,1,baseline,100,600,8,2984.1384910583497,False,3.4748189744664337,4.290034611362518
887,cl2,2,2,2,4,True,1,1,baseline,100,600,16,5963.304019546508,False,3.7754869509935207,4.290034611362518
888,cl2,2,2,2,4,True,1,1,baseline,100,600,24,8942.54842529297,False,3.9514613005996573,4.290034611362518
889,cl2,2,2,2,4,True,2,1,localBWAware,200,900,8,2968.4111091613768,False,3.4725240482498756,4.468347330412158
890,cl2,2,2,2,4,True,2,1,localBWAware,200,900,16,5932.862619781494,False,3.77326429201492,4.468347330412158
891,cl2,2,2,2,4,True,2,1,localBWAware,200,900,24,8897.370267105101,False,3.949261664257661,4.468347330412158
892,cl2,2,2,2,4,True,2,1,localBWAware,200,600,8,2977.797878265381,False,3.473895216138437,4.296665190261531
893,cl2,2,2,2,4,True,2,1,localBWAware,200,600,16,5950.6227962493895,False,3.7745624216646525,4.296665190261531
894,cl2,2,2,2,4,True,2,1,localBWAware,200,600,24,8923.526598358154,False,3.950536522484256,4.296665190261531
895,cl2,2,2,2,4,True,2,1,localBWAware,100,900,8,2974.7517219543456,False,3.4734507245907045,4.463892988985907
896,cl2,2,2,2,4,True,2,1,localBWAware,100,900,16,5945.5438430786135,False,3.774191585993498,4.463892988985907
897,cl2,2,2,2,4,True,2,1,localBWAware,100,900,24,8916.392094039917,False,3.9501891581184045,4.463892988985907
898,cl2,2,2,2,4,True,2,1,localBWAware,100,600,8,2984.1384910583497,False,3.4748189744664337,4.290034611362518
899,cl2,2,2,2,4,True,2,1,localBWAware,100,600,16,5963.304019546508,False,3.7754869509935207,4.290034611362518
900,cl2,2,2,2,4,True,2,1,localBWAware,100,600,24,8942.54842529297,False,3.9514613005996573,4.290034611362518
901,cl2,2,2,2,4,True,2,1,baseline,200,900,8,2968.4111091613768,False,3.4725240482498756,4.468347330412158
902,cl2,2,2,2,4,True,2,1,baseline,200,900,16,5932.862619781494,False,3.77326429201492,4.468347330412158
903,cl2,2,2,2,4,True,2,1,baseline,200,900,24,8897.370267105101,False,3.949261664257661,4.468347330412158
904,cl2,2,2,2,4,True,2,1,baseline,200,600,8,2977.797878265381,False,3.473895216138437,4.296665190261531
905,cl2,2,2,2,4,True,2,1,baseline,200,600,16,5950.6227962493895,False,3.7745624216646525,4.296665190261531
906,cl2,2,2,2,4,True,2,1,baseline,200,600,24,8923.526598358154,False,3.950536522484256,4.296665190261531
907,cl2,2,2,2,4,True,2,1,baseline,100,900,8,2974.7517219543456,False,3.4734507245907045,4.463892988985907
908,cl2,2,2,2,4,True,2,1,baseline,100,900,16,5945.5438430786135,False,3.774191585993498,4.463892988985907
909,cl2,2,2,2,4,True,2,1,baseline,100,900,24,8916.392094039917,False,3.9501891581184045,4.463892988985907
910,cl2,2,2,2,4,True,2,1,baseline,100,600,8,2984.1384910583497,False,3.4748189744664337,4.290034611362518
911,cl2,2,2,2,4,True,2,1,baseline,100,600,16,5963.304019546508,False,3.7754869509935207,4.290034611362518
912,cl2,2,2,2,4,True,2,1,baseline,100,600,24,8942.54842529297,False,3.9514613005996573,4.290034611362518
913,cl2,2,2,4,2,True,1,1,localBWAware,200,900,8,1567.7322097778322,False,3.195271881213194,4.468347330412158
914,cl2,2,2,4,2,True,1,1,localBWAware,200,900,16,3122.5045314788817,False,3.4945030773087336,4.468347330412158
915,cl2,2,2,4,2,True,1,1,localBWAware,200,900,24,4677.534848785401,False,3.6700170317848366,4.468347330412158
916,cl2,2,2,4,2,True,1,1,localBWAware,200,600,8,1570.9820205688477,False,3.1961712146947034,4.296665190261531
917,cl2,2,2,4,2,True,1,1,localBWAware,200,600,16,3128.8300380706783,False,3.495381972371881,4.296665190261531
918,cl2,2,2,4,2,True,1,1,localBWAware,200,600,24,4686.678421783447,False,3.6708651552619984,4.296665190261531
919,cl2,2,2,4,2,True,1,1,localBWAware,100,900,8,1658.800959777832,False,3.2197942779736874,4.463892988985907
920,cl2,2,2,4,2,True,1,1,localBWAware,100,900,16,3286.363548660278,False,3.5167156048822847,4.463892988985907
921,cl2,2,2,4,2,True,1,1,localBWAware,100,900,24,4918.670084381103,False,3.6918476936026567,4.463892988985907
922,cl2,2,2,4,2,True,1,1,localBWAware,100,600,8,1662.7594081878663,False,3.2208294138284046,4.290034611362518
923,cl2,2,2,4,2,True,1,1,localBWAware,100,600,16,3292.6890552520754,False,3.517550720094137,4.290034611362518
924,cl2,2,2,4,2,True,1,1,localBWAware,100,600,24,4927.813657379151,False,3.6926542768548116,4.290034611362518
925,cl2,2,2,4,2,True,1,1,baseline,200,900,8,1567.7322097778322,False,3.195271881213194,4.468347330412158
926,cl2,2,2,4,2,True,1,1,baseline,200,900,16,3122.5045314788817,False,3.4945030773087336,4.468347330412158
927,cl2,2,2,4,2,True,1,1,baseline,200,900,24,4677.534848785401,False,3.6700170317848366,4.468347330412158
928,cl2,2,2,4,2,True,1,1,baseline,200,600,8,1570.9820205688477,False,3.1961712146947034,4.296665190261531
929,cl2,2,2,4,2,True,1,1,baseline,200,600,16,3128.8300380706783,False,3.495381972371881,4.296665190261531
930,cl2,2,2,4,2,True,1,1,baseline,200,600,24,4686.678421783447,False,3.6708651552619984,4.296665190261531
931,cl2,2,2,4,2,True,1,1,baseline,100,900,8,1658.800959777832,False,3.2197942779736874,4.463892988985907
932,cl2,2,2,4,2,True,1,1,baseline,100,900,16,3286.363548660278,False,3.5167156048822847,4.463892988985907
933,cl2,2,2,4,2,True,1,1,baseline,100,900,24,4918.670084381103,False,3.6918476936026567,4.463892988985907
934,cl2,2,2,4,2,True,1,1,baseline,100,600,8,1662.7594081878663,False,3.2208294138284046,4.290034611362518
935,cl2,2,2,4,2,True,1,1,baseline,100,600,16,3292.6890552520754,False,3.517550720094137,4.290034611362518
936,cl2,2,2,4,2,True,1,1,baseline,100,600,24,4927.813657379151,False,3.6926542768548116,4.290034611362518
937,cl2,2,2,4,2,True,2,1,localBWAware,200,900,8,1567.7322097778322,False,3.195271881213194,4.468347330412158
938,cl2,2,2,4,2,True,2,1,localBWAware,200,900,16,3122.5045314788817,False,3.4945030773087336,4.468347330412158
939,cl2,2,2,4,2,True,2,1,localBWAware,200,900,24,4677.534848785401,False,3.6700170317848366,4.468347330412158
940,cl2,2,2,4,2,True,2,1,localBWAware,200,600,8,1570.9820205688477,False,3.1961712146947034,4.296665190261531
941,cl2,2,2,4,2,True,2,1,localBWAware,200,600,16,3128.8300380706783,False,3.495381972371881,4.296665190261531
942,cl2,2,2,4,2,True,2,1,localBWAware,200,600,24,4686.678421783447,False,3.6708651552619984,4.296665190261531
943,cl2,2,2,4,2,True,2,1,localBWAware,100,900,8,1658.800959777832,False,3.2197942779736874,4.463892988985907
944,cl2,2,2,4,2,True,2,1,localBWAware,100,900,16,3286.363548660278,False,3.5167156048822847,4.463892988985907
945,cl2,2,2,4,2,True,2,1,localBWAware,100,900,24,4918.670084381103,False,3.6918476936026567,4.463892988985907
946,cl2,2,2,4,2,True,2,1,localBWAware,100,600,8,1662.7594081878663,False,3.2208294138284046,4.290034611362518
947,cl2,2,2,4,2,True,2,1,localBWAware,100,600,16,3292.6890552520754,False,3.517550720094137,4.290034611362518
948,cl2,2,2,4,2,True,2,1,localBWAware,100,600,24,4927.813657379151,False,3.6926542768548116,4.290034611362518
949,cl2,2,2,4,2,True,2,1,baseline,200,900,8,1567.7322097778322,False,3.195271881213194,4.468347330412158
950,cl2,2,2,4,2,True,2,1,baseline,200,900,16,3122.5045314788817,False,3.4945030773087336,4.468347330412158
951,cl2,2,2,4,2,True,2,1,baseline,200,900,24,4677.534848785401,False,3.6700170317848366,4.468347330412158
952,cl2,2,2,4,2,True,2,1,baseline,200,600,8,1570.9820205688477,False,3.1961712146947034,4.296665190261531
953,cl2,2,2,4,2,True,2,1,baseline,200,600,16,3128.8300380706783,False,3.495381972371881,4.296665190261531
954,cl2,2,2,4,2,True,2,1,baseline,200,600,24,4686.678421783447,False,3.6708651552619984,4.296665190261531
955,cl2,2,2,4,2,True,2,1,baseline,100,900,8,1658.800959777832,False,3.2197942779736874,4.463892988985907
956,cl2,2,2,4,2,True,2,1,baseline,100,900,16,3286.363548660278,False,3.5167156048822847,4.463892988985907
957,cl2,2,2,4,2,True,2,1,baseline,100,900,24,4918.670084381103,False,3.6918476936026567,4.463892988985907
958,cl2,2,2,4,2,True,2,1,baseline,100,600,8,1662.7594081878663,False,3.2208294138284046,4.290034611362518
959,cl2,2,2,4,2,True,2,1,baseline,100,600,16,3292.6890552520754,False,3.517550720094137,4.290034611362518
960,cl2,2,2,4,2,True,2,1,baseline,100,600,24,4927.813657379151,False,3.6926542768548116,4.290034611362518
961,cl2,2,2,8,1,True,1,1,localBWAware,200,900,8,1026.4035095214845,False,3.0113181283271304,4.468347330412158
962,cl2,2,2,8,1,True,1,1,localBWAware,200,900,16,1877.4350749969483,False,3.273564927269761,4.468347330412158
963,cl2,2,2,8,1,True,1,1,localBWAware,200,900,24,2773.369591140747,False,3.4430077493821507,4.468347330412158
964,cl2,2,2,8,1,True,1,1,localBWAware,200,600,8,1030.3097122192382,False,3.012967793724003,4.296665190261531
965,cl2,2,2,8,1,True,1,1,localBWAware,200,600,16,1882.6576755523681,False,3.2747713592444194,4.296665190261531
966,cl2,2,2,8,1,True,1,1,localBWAware,200,600,24,2778.297057723999,False,3.4437786789945197,4.296665190261531
967,cl2,2,2,8,1,True,1,1,localBWAware,100,900,8,1369.42868270874,False,3.1365394199324084,4.463892988985907
968,cl2,2,2,8,1,True,1,1,localBWAware,100,900,16,2397.9968204498286,False,3.379848602923793,4.463892988985907
969,cl2,2,2,8,1,True,1,1,localBWAware,100,900,24,3426.936887741089,False,3.534906106309594,4.463892988985907
970,cl2,2,2,8,1,True,1,1,localBWAware,100,600,8,1372.9980445861815,False,3.1376699187181565,4.290034611362518
971,cl2,2,2,8,1,True,1,1,localBWAware,100,600,16,2402.8828731536864,False,3.380732601938828,4.290034611362518
972,cl2,2,2,8,1,True,1,1,localBWAware,100,600,24,3433.478593826294,False,3.535734344110565,4.290034611362518
973,cl2,2,2,8,1,True,1,1,baseline,200,900,8,1026.4035095214845,False,3.0113181283271304,4.468347330412158
974,cl2,2,2,8,1,True,1,1,baseline,200,900,16,1877.4350749969483,False,3.273564927269761,4.468347330412158
975,cl2,2,2,8,1,True,1,1,baseline,200,900,24,2773.369591140747,False,3.4430077493821507,4.468347330412158
976,cl2,2,2,8,1,True,1,1,baseline,200,600,8,1030.3097122192382,False,3.012967793724003,4.296665190261531
977,cl2,2,2,8,1,True,1,1,baseline,200,600,16,1882.6576755523681,False,3.2747713592444194,4.296665190261531
978,cl2,2,2,8,1,True,1,1,baseline,200,600,24,2778.297057723999,False,3.4437786789945197,4.296665190261531
979,cl2,2,2,8,1,True,1,1,baseline,100,900,8,1369.42868270874,False,3.1365394199324084,4.463892988985907
980,cl2,2,2,8,1,True,1,1,baseline,100,900,16,2397.9968204498286,False,3.379848602923793,4.463892988985907
981,cl2,2,2,8,1,True,1,1,baseline,100,900,24,3426.936887741089,False,3.534906106309594,4.463892988985907
982,cl2,2,2,8,1,True,1,1,baseline,100,600,8,1372.9980445861815,False,3.1376699187181565,4.290034611362518
983,cl2,2,2,8,1,True,1,1,baseline,100,600,16,2402.8828731536864,False,3.380732601938828,4.290034611362518
984,cl2,2,2,8,1,True,1,1,baseline,100,600,24,3433.478593826294,False,3.535734344110565,4.290034611362518
985,cl2,2,2,8,1,True,2,1,localBWAware,200,900,8,1026.4035095214845,False,3.0113181283271304,4.468347330412158
986,cl2,2,2,8,1,True,2,1,localBWAware,200,900,16,1877.4350749969483,False,3.273564927269761,4.468347330412158
987,cl2,2,2,8,1,True,2,1,localBWAware,200,900,24,2773.369591140747,False,3.4430077493821507,4.468347330412158
988,cl2,2,2,8,1,True,2,1,localBWAware,200,600,8,1030.3097122192382,False,3.012967793724003,4.296665190261531
989,cl2,2,2,8,1,True,2,1,localBWAware,200,600,16,1882.6576755523681,False,3.2747713592444194,4.296665190261531
990,cl2,2,2,8,1,True,2,1,localBWAware,200,600,24,2778.297057723999,False,3.4437786789945197,4.296665190261531
991,cl2,2,2,8,1,True,2,1,localBWAware,100,900,8,1369.42868270874,False,3.1365394199324084,4.463892988985907
992,cl2,2,2,8,1,True,2,1,localBWAware,100,900,16,2397.9968204498286,False,3.379848602923793,4.463892988985907
993,cl2,2,2,8,1,True,2,1,localBWAware,100,900,24,3426.936887741089,False,3.534906106309594,4.463892988985907
994,cl2,2,2,8,1,True,2,1,localBWAware,100,600,8,1372.9980445861815,False,3.1376699187181565,4.290034611362518
995,cl2,2,2,8,1,True,2,1,localBWAware,100,600,16,2402.8828731536864,False,3.380732601938828,4.290034611362518
996,cl2,2,2,8,1,True,2,1,localBWAware,100,600,24,3433.478593826294,False,3.535734344110565,4.290034611362518
997,cl2,2,2,8,1,True,2,1,baseline,200,900,8,1026.4035095214845,False,3.0113181283271304,4.468347330412158
998,cl2,2,2,8,1,True,2,1,baseline,200,900,16,1877.4350749969483,False,3.273564927269761,4.468347330412158
999,cl2,2,2,8,1,True,2,1,baseline,200,900,24,2773.369591140747,False,3.4430077493821507,4.468347330412158
1000,cl2,2,2,8,1,True,2,1,baseline,200,600,8,1030.3097122192382,False,3.012967793724003,4.296665190261531
1001,cl2,2,2,8,1,True,2,1,baseline,200,600,16,1882.6576755523681,False,3.2747713592444194,4.296665190261531
1002,cl2,2,2,8,1,True,2,1,baseline,200,600,24,2778.297057723999,False,3.4437786789945197,4.296665190261531
1003,cl2,2,2,8,1,True,2,1,baseline,100,900,8,1369.42868270874,False,3.1365394199324084,4.463892988985907
1004,cl2,2,2,8,1,True,2,1,baseline,100,900,16,2397.9968204498286,False,3.379848602923793,4.463892988985907
1005,cl2,2,2,8,1,True,2,1,baseline,100,900,24,3426.936887741089,False,3.534906106309594,4.463892988985907
